"","year","id","race","sex","age","region","childhoodFamIncome","highestDegree","spouseHighestDegree","householdSize","currentFamIncome","hrsUsuallyWork","hrsSpouseUsuallyWork","maritalStatus","numChildren","afraidWalkNightNeighborhood","troubleSleeping","jobSatisfaction","jobStressful","happiness","health","hrsEmailPerWeek","hrsWWWperWeek"
"1187",2018,1187,"White","Female",70,"E. nor. central","Far above average","Junior college","High school",2,"Refused",NA,NA,"Married",2,"","","","No issp","Pretty happy","",7,7
"1188",2018,1188,"White","Male",74,"E. nor. central","Far below average","High school","",1,"$25000 or more",NA,NA,"Widowed",3,"No","","","No issp","Pretty happy","Poor",NA,NA
"1189",2018,1189,"White","Female",68,"E. nor. central","Average","High school","High school",2,"$25000 or more",NA,NA,"Married",3,"","Rarely","Very satisfied","Often","Very happy","",2,5
"1190",2018,1190,"White","Female",46,"E. nor. central","Far above average","Bachelor","High school",4,"$25000 or more",NA,NA,"Married",2,"No","Often","Somewhat satisfied","Hardly ever","Pretty happy","Good",2,3
"1191",2018,1191,"White","Female",51,"E. nor. central","Below average","Junior college","Graduate",3,"$25000 or more",NA,NA,"Married",2,"No","Sometimes","Very satisfied","Hardly ever","Pretty happy","Good",NA,NA
"1192",2018,1192,"White","Male",66,"E. nor. central","Far below average","High school","",2,"$25000 or more",NA,NA,"Divorced",2,"","","","No issp","Very happy","",0,2
"1193",2018,1193,"White","Male",43,"E. nor. central","Average","High school","",2,"Refused",NA,NA,"Never married",1,"No","Sometimes","Very satisfied","Often","Pretty happy","Good",10,20
"1194",2018,1194,"White","Female",74,"E. nor. central","Don't know","Lt high school","",1,"Don't know",NA,NA,"Widowed",3,"Yes","","","No issp","Pretty happy","Poor",NA,NA
"1195",2018,1195,"White","Male",74,"E. nor. central","Average","Graduate","High school",2,"$25000 or more",NA,NA,"Married",3,"","","","No issp","Pretty happy","",7,2
"1196",2018,1196,"White","Male",85,"E. nor. central","Below average","High school","High school",2,"$25000 or more",NA,NA,"Married",4,"Yes","","","No issp","Very happy","Fair",NA,NA
"1197",2018,1197,"White","Male",49,"E. nor. central","Average","Bachelor","",2,"$25000 or more",NA,NA,"Divorced",0,"No","Rarely","Not too satisfied","Often","Pretty happy","Fair",NA,NA
"1198",2018,1198,"White","Female",46,"E. nor. central","Above average","High school","High school",3,"Refused",NA,NA,"Married",2,"No","","","No issp","Pretty happy","Fair",1,3
"1199",2018,1199,"White","Female",37,"E. nor. central","Above average","Bachelor","Bachelor",2,"$25000 or more",NA,NA,"Married",4,"No","","","No issp","Very happy","Excellent",NA,NA
"1200",2018,1200,"White","Female",41,"Mountain","Below average","Lt high school","",1,"$15000 - 19999",NA,NA,"Separated",6,"Yes","Often","Very satisfied","Sometimes","Not too happy","Fair",0,4
"1201",2018,1201,"White","Male",22,"Mountain","Average","High school","High school",3,"$25000 or more",NA,NA,"Married",1,"No","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","Good",NA,NA
"1202",2018,1202,"White","Female",43,"Mountain","Above average","Graduate","High school",3,"$25000 or more",NA,NA,"Married",1,"","Rarely","Somewhat satisfied","Sometimes","Pretty happy","",0,2
"1203",2018,1203,"White","Female",73,"Mountain","Average","Bachelor","Junior college",2,"$25000 or more",NA,NA,"Married",4,"Yes","","","No issp","Very happy","Excellent",NA,NA
"1204",2018,1204,"White","Female",34,"Mountain","Far below average","Bachelor","High school",3,"$25000 or more",40,NA,"Married",1,"Yes","Sometimes","Somewhat satisfied","Sometimes","Very happy","Good",2,2
"1205",2018,1205,"White","Male",87,"Mountain","Average","High school","",1,"$10000 - 14999",NA,NA,"Widowed",3,"No","","","No issp","Pretty happy","Good",NA,NA
"1206",2018,1206,"White","Female",32,"Mountain","Above average","Graduate","",2,"$25000 or more",NA,NA,"Never married",0,"","","","No issp","Very happy","",0,10
"1207",2018,1207,"White","Female",31,"Mountain","Below average","High school","",3,"$25000 or more",NA,NA,"Divorced",1,"Yes","Sometimes","Somewhat satisfied","Sometimes","Very happy","Good",NA,NA
"1208",2018,1208,"White","Male",33,"Mountain","Far below average","High school","",2,"$1000 to 2999",NA,NA,"Never married",0,"","","","No issp","Not too happy","",1,18
"1209",2018,1209,"White","Male",69,"Mountain","Below average","High school","",1,"$10000 - 14999",NA,NA,"Divorced",2,"No","","","No issp","Pretty happy","Fair",NA,NA
"1210",2018,1210,"White","Male",77,"Mountain","Average","High school","",1,"$10000 - 14999",NA,NA,"Never married",0,"Yes","","","No issp","Pretty happy","Good",NA,NA
"1211",2018,1211,"White","Male",52,"Mountain","Average","High school","",1,"Lt $1000",NA,NA,"Divorced",2,"No","","","No issp","Pretty happy","Good",0,NA
"1212",2018,1212,"White","Male",37,"Mountain","Below average","High school","",1,"$25000 or more",NA,NA,"Divorced",0,"","Sometimes","Very satisfied","Sometimes","Very happy","",28,25
"1213",2018,1213,"White","Male",52,"Mountain","Below average","High school","",1,"$25000 or more",NA,NA,"Never married",0,"Yes","Rarely","Very satisfied","Hardly ever","Pretty happy","Fair",0,45
"1214",2018,1214,"Other","Female",38,"Mountain","Above average","Bachelor","",1,"$25000 or more",NA,NA,"Never married",0,"Yes","Sometimes","Somewhat satisfied","Sometimes","Very happy","Excellent",NA,NA
"1215",2018,1215,"Other","Male",55,"Mountain","Below average","High school","",2,"$3000 to 3999",NA,NA,"Divorced",4,"No","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","Poor",NA,NA
"1216",2018,1216,"White","Female",75,"Mountain","Average","High school","Junior college",2,"$25000 or more",NA,NA,"Married",3,"","","","No issp","Pretty happy","",0,2
"1217",2018,1217,"White","Female",50,"Mountain","Below average","High school","High school",2,"$25000 or more",NA,NA,"Married",1,"No","Rarely","Somewhat satisfied","Sometimes","Very happy","Good",11,5
"1218",2018,1218,"White","Female",25,"Mountain","Average","High school","",3,"$25000 or more",NA,NA,"Never married",1,"No","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","Excellent",NA,NA
"1219",2018,1219,"White","Male",28,"Mountain","Below average","High school","High school",2,"$25000 or more",NA,NA,"Married",2,"No","Often","Very satisfied","Sometimes","Very happy","Good",NA,NA
"1220",2018,1220,"White","Male",76,"Mountain","Average","Bachelor","",1,"$5000 to 5999",NA,NA,"Divorced",3,"No","","","No issp","Not too happy","Poor",NA,NA
"1221",2018,1221,"White","Male",52,"Mountain","Below average","Bachelor","Junior college",3,"Refused",NA,NA,"Married",6,"No","Rarely","Very satisfied","Sometimes","Very happy","Excellent",2,10
"1222",2018,1222,"White","Male",22,"E. sou. central","Average","High school","",5,"$25000 or more",NA,NA,"Never married",0,"No","Sometimes","Very satisfied","Never","Not too happy","Fair",NA,NA
"1223",2018,1223,"White","Male",57,"E. sou. central","Below average","Lt high school","",2,"$25000 or more",NA,NA,"Widowed",1,"","Often","Very satisfied","Never","Very happy","",1,2
"1224",2018,1224,"White","Female",84,"E. sou. central","Average","Lt high school","",1,"$20000 - 24999",NA,NA,"Divorced",5,"","","","No issp","Pretty happy","",NA,NA
"1225",2018,1225,"White","Female",63,"E. sou. central","Average","High school","Bachelor",2,"$25000 or more",NA,NA,"Married",2,"No","Sometimes","Very satisfied","Hardly ever","Pretty happy","Fair",NA,NA
"1226",2018,1226,"Black","Female",58,"E. sou. central","Below average","Graduate","",1,"$25000 or more",NA,NA,"Widowed",3,"","Sometimes","Very satisfied","Often","Pretty happy","",10,1
"1227",2018,1227,"White","Female",43,"E. sou. central","Average","High school","High school",2,"$25000 or more",NA,NA,"Married",1,"Yes","","","No issp","Very happy","Fair",NA,NA
"1228",2018,1228,"White","Female",25,"E. sou. central","Far below average","High school","",3,"$25000 or more",NA,NA,"Never married",0,"Yes","Sometimes","Somewhat satisfied","Often","Very happy","Good",1,3
"1229",2018,1229,"White","Male",39,"E. sou. central","Average","Lt high school","Bachelor",4,"$25000 or more",NA,NA,"Married",0,"No","Often","Not at all satisfied","Sometimes","Pretty happy","Fair",NA,NA
"1230",2018,1230,"White","Female",31,"E. sou. central","Above average","Junior college","",6,"$25000 or more",NA,NA,"Never married",3,"","Often","Somewhat satisfied","Always","Pretty happy","",0,7
"1231",2018,1231,"White","Female",39,"E. sou. central","Below average","High school","",3,"$25000 or more",NA,NA,"Divorced",2,"No","Rarely","Somewhat satisfied","Often","Pretty happy","Fair",35,20
"1232",2018,1232,"Black","Female",34,"E. sou. central","Average","High school","",4,"$25000 or more",NA,NA,"Never married",3,"No","Rarely","Somewhat satisfied","Hardly ever","Pretty happy","Good",1,1
"1233",2018,1233,"White","Male",27,"E. sou. central","Average","Junior college","Junior college",2,"$25000 or more",NA,NA,"Married",0,"","Never","Very satisfied","Sometimes","Pretty happy","",1,35
"1234",2018,1234,"White","Male",35,"E. sou. central","Above average","High school","",3,"$25000 or more",NA,NA,"Never married",0,"No","Sometimes","Not too satisfied","Often","Not too happy","Fair",2,20
"1235",2018,1235,"White","Female",24,"E. sou. central","Average","High school","",1,"$25000 or more",NA,NA,"Never married",0,"No","Often","Very satisfied","Sometimes","Very happy","Fair",NA,NA
"1236",2018,1236,"White","Male",48,"E. sou. central","Average","Bachelor","",1,"$25000 or more",NA,NA,"Never married",2,"","Often","Somewhat satisfied","Often","Pretty happy","",0,5
"1237",2018,1237,"White","Male",21,"E. sou. central","Above average","High school","",2,"$25000 or more",NA,NA,"Never married",0,"No","","","No issp","Pretty happy","Excellent",7,14
"1238",2018,1238,"White","Male",30,"E. sou. central","Above average","High school","",2,"$25000 or more",NA,NA,"Never married",0,"No","Sometimes","Somewhat satisfied","Often","Pretty happy","Good",NA,NA
"1239",2018,1239,"Other","Male",36,"E. sou. central","Average","High school","",1,"$25000 or more",NA,NA,"Never married",1,"","Rarely","Very satisfied","Sometimes","Pretty happy","",7,21
"1240",2018,1240,"White","Male",52,"E. sou. central","Below average","High school","",1,"$10000 - 14999",NA,NA,"Never married",0,"","","","No issp","Very happy","",5,5
"1241",2018,1241,"White","Male",36,"E. sou. central","Above average","Graduate","Graduate",4,"Refused",NA,NA,"Married",2,"","Sometimes","Somewhat satisfied","Sometimes","Very happy","",8,12
"1242",2018,1242,"White","Female",80,"E. sou. central","Average","Graduate","",1,"$25000 or more",NA,NA,"Widowed",0,"Yes","","","No issp","Pretty happy","Excellent",3,5
"1243",2018,1243,"White","Female",27,"E. sou. central","Above average","Bachelor","",1,"$25000 or more",NA,NA,"Never married",0,"Yes","Sometimes","Very satisfied","Hardly ever","Not too happy","Excellent",NA,NA
"1244",2018,1244,"White","Female",24,"E. sou. central","Below average","Bachelor","",3,"$20000 - 24999",NA,NA,"Never married",0,"","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","",2,21
"1245",2018,1245,"White","Female",44,"New england","Average","High school","",3,"$25000 or more",NA,NA,"Divorced",2,"Yes","Sometimes","Very satisfied","Hardly ever","Pretty happy","Fair",20,20
"1246",2018,1246,"White","Male",NA,"New england","Average","Lt high school","High school",2,"$20000 - 24999",NA,NA,"Married",5,"","","","No issp","Pretty happy","",NA,NA
"1247",2018,1247,"Black","Male",22,"New england","Average","High school","",3,"$25000 or more",NA,NA,"Never married",0,"No","Never","Somewhat satisfied","Hardly ever","Very happy","Excellent",NA,NA
"1248",2018,1248,"Other","Male",48,"New england","Below average","High school","High school",7,"$25000 or more",NA,NA,"Married",4,"","","","No issp","Not too happy","",1,15
"1249",2018,1249,"White","Female",33,"New england","Average","Lt high school","",4,"$20000 - 24999",NA,NA,"Never married",3,"No","Never","Very satisfied","Never","Very happy","Good",NA,NA
"1250",2018,1250,"Other","Female",59,"New england","Below average","Lt high school","",2,"$8000 to 9999",NA,NA,"Widowed",2,"","","","No issp","Very happy","",NA,NA
"1251",2018,1251,"Other","Male",43,"New england","Below average","High school","",1,"$25000 or more",NA,NA,"Never married",0,"No","Often","Not too satisfied","Never","Pretty happy","Fair",0,3
"1252",2018,1252,"Other","Female",32,"New england","Far below average","Lt high school","Lt high school",5,"Don't know",NA,NA,"Married",1,"No","","","No issp","Very happy","Good",NA,NA
"1253",2018,1253,"White","Female",62,"New england","Above average","Junior college","",1,"Refused",NA,NA,"Divorced",2,"Don't know","","","No issp","Pretty happy","Good",1,1
"1254",2018,1254,"White","Female",53,"New england","Average","High school","High school",3,"$25000 or more",NA,NA,"Married",2,"No","Sometimes","Very satisfied","Hardly ever","Pretty happy","Good",5,3
"1255",2018,1255,"White","Female",59,"New england","Average","High school","Bachelor",1,"$25000 or more",NA,NA,"Married",2,"","Often","Very satisfied","Never","Very happy","",1,4
"1256",2018,1256,"White","Male",47,"New england","Far below average","High school","High school",4,"$25000 or more",NA,NA,"Married",3,"","Never","Somewhat satisfied","Sometimes","Pretty happy","",0,20
"1257",2018,1257,"White","Female",18,"New england","Average","High school","",4,"$25000 or more",NA,NA,"Never married",0,"No","","","No issp","Pretty happy","Good",1,10
"1258",2018,1258,"White","Male",64,"New england","Below average","High school","",1,"$25000 or more",NA,NA,"Widowed",2,"Yes","Never","Very satisfied","Never","Pretty happy","Good",0,20
"1259",2018,1259,"White","Male",22,"New england","Average","High school","",3,"Don't know",NA,NA,"Never married",0,"No","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","Good",NA,NA
"1260",2018,1260,"White","Female",37,"New england","Far above average","Bachelor","Bachelor",2,"$25000 or more",NA,NA,"Married",0,"","Rarely","Somewhat satisfied","Always","Pretty happy","",2,8
"1261",2018,1261,"White","Female",31,"New england","Above average","Bachelor","",1,"$25000 or more",NA,NA,"Never married",0,"No","Never","Somewhat satisfied","Sometimes","Very happy","Excellent",10,10
"1262",2018,1262,"White","Female",72,"New england","Average","High school","",1,"$25000 or more",NA,NA,"Widowed",1,"","","","No issp","Pretty happy","",0,15
"1263",2018,1263,"White","Female",32,"New england","Above average","Bachelor","Bachelor",2,"$25000 or more",NA,NA,"Married",0,"No","Rarely","Somewhat satisfied","Sometimes","Pretty happy","Good",NA,NA
"1264",2018,1264,"White","Male",69,"New england","Average","Bachelor","Graduate",2,"$25000 or more",NA,NA,"Married",0,"No","","","No issp","Very happy","Excellent",NA,NA
"1265",2018,1265,"White","Female",32,"New england","Below average","Bachelor","",1,"$25000 or more",NA,NA,"Never married",0,"","Sometimes","Very satisfied","Always","Very happy","",20,12
"1266",2018,1266,"White","Male",32,"New england","Average","Bachelor","",2,"$25000 or more",NA,NA,"Never married",0,"","Often","Somewhat satisfied","Sometimes","Pretty happy","",30,20
"1267",2018,1267,"White","Female",60,"New england","Average","Junior college","",1,"$25000 or more",NA,NA,"Divorced",4,"No","Often","Not too satisfied","Sometimes","Not too happy","Good",3,5
"1268",2018,1268,"White","Male",70,"Middle atlantic","Don't know","Lt high school","",1,"$10000 - 14999",NA,NA,"Widowed",2,"","","","No issp","Very happy","",NA,NA
"1269",2018,1269,"Other","Female",41,"Middle atlantic","Average","Junior college","",2,"$25000 or more",NA,NA,"Never married",1,"No","Never","Very satisfied","Sometimes","Pretty happy","Good",7,6
"1270",2018,1270,"White","Female",35,"Middle atlantic","Average","Junior college","",2,"$10000 - 14999",NA,NA,"Never married",0,"","","","No issp","Not too happy","",3,30
"1271",2018,1271,"White","Female",77,"Middle atlantic","Average","Junior college","",1,"Lt $1000",NA,NA,"Divorced",3,"No","","","No issp","Pretty happy","Good",14,0
"1272",2018,1272,"White","Male",57,"Middle atlantic","Below average","High school","",1,"$15000 - 19999",NA,NA,"Separated",1,"No","Sometimes","Somewhat satisfied","Sometimes","Not too happy","Excellent",NA,NA
"1273",2018,1273,"White","Male",26,"Middle atlantic","Average","High school","",2,"$10000 - 14999",NA,NA,"Never married",0,"Yes","Sometimes","Very satisfied","Hardly ever","Pretty happy","Fair",NA,NA
